calls,minutes,messages,mb_used,is_ultra
184,1225.6999999999998,135,24756.400000000005,1
87,635.3200000000003,30,20478.760000000002,1
68,453.9099999999999,48,17788.660000000003,0
40,310.78999999999996,52,25011.090000000004,1
40,292.65,8,19429.28,0
43,314.3699999999999,43,10015.52,1
53,385.24000000000007,34,17383.22,0
56,405.47999999999996,63,14815.05,0
38,257.36,30,20900.119999999995,0
76,585.5599999999998,30,22165.13,0
121,843.7199999999996,0,14975.999999999998,0
103,684.77,9,19446.15,1
6,15.93,83,17145.750000000004,1
38,275.73999999999995,16,7122.540000000001,0
46,278.1000000000001,0,17288.020000000004,0
92,638.9600000000002,33,21265.76,0
77,587.5399999999997,56,11104.279999999999,0
9,88.63,0,3390.6200000000003,0
88,619.7900000000001,19,20677.89,0
49,338,13,16963.2,0
123,794.9900000000001,27,21668.019999999993,1
51,454.46,0,22857.34,0
0,0,7,39419.77000000001,1
55,398.9300000000001,20,16022.55,0
19,129.01,151,28584.389999999996,1
45,333.48999999999984,50,17275.47,0
40,263.63999999999993,56,11382.980000000005,0
37,299.0799999999999,26,7619.020000000001,0
71,544.4900000000001,35,14460.010000000006,0
111,846.5699999999997,107,6444.320000000001,1
90,710.18,46,20697.580000000005,0
42,333.23,29,23974.090000000007,0
28,205.77,61,25838.999999999996,0
38,312.01999999999987,66,21645.980000000003,0
86,643.9200000000002,0,25872.849999999995,0
44,258.93,0,19696.729999999996,0
105,684.9899999999999,23,21883.399999999998,0
7,22.96,7,12762.989999999998,0
55,440.66,85,15962.010000000002,1
73,568.6600000000001,0,14545.340000000004,0
31,172.1,25,31077.58999999999,0
79,413.26,12,12403.15,0
42,265.8,0,18664.93999999999,0
115,747.58,98,12912.970000000001,1
106,616.8400000000001,0,14348.460000000001,1
53,405.9799999999999,0,24831.389999999985,0
94,569.2200000000001,155,23422.79,1
47,358.8200000000001,19,28000.91,1
75,538.34,51,12666.970000000003,0
88,611.6899999999999,60,15512.04,0
46,309.98999999999995,10,25623.94,0
98,703.1599999999999,4,25391.67,1
35,276.8,139,21880.519999999997,1
73,477.26,53,18583.85,0
72,526.05,24,19545.919999999995,0
34,236.41000000000005,0,21529.269999999997,0
70,434.33000000000004,46,14439.860000000004,0
38,275.47,115,22988.9,1
128,877.5600000000002,40,32649.969999999998,1
77,526.03,137,20517.57,1
32,223.69999999999993,12,18618.1,0
52,360.95000000000005,17,9780.07,1
62,452.8899999999999,66,20815.169999999995,0
70,544.78,65,10547.9,0
48,279.99999999999994,0,15285.139999999998,0
63,385.0899999999999,18,14518.030000000002,0
81,658.4899999999997,45,14999.440000000002,0
100,729.7099999999999,55,18939.820000000003,0
67,499.8700000000002,69,32556.539999999997,1
63,408.67999999999995,63,24970.259999999995,0
69,479.06999999999994,69,16226.710000000003,0
2,15.06,131,20338.160000000007,1
28,226.31000000000003,0,6459.95,0
5,47.84,9,14269.74,0
26,171.70000000000002,33,18912.389999999996,0
22,134.23999999999998,13,8327.46,0
68,463.53999999999985,0,27144.87,1
42,329.7,67,12774.800000000001,1
70,530.32,47,12755.700000000003,0
59,501.6299999999998,34,21633.999999999996,0
110,823.9,135,24051.189999999995,1
30,266.46000000000004,17,19610.609999999993,0
80,574.9800000000002,75,23750.989999999994,0
38,249.50000000000003,44,7076.630000000001,0
40,334.24,91,11304.140000000001,0
60,413.85,38,20262.540000000005,0
30,223.58000000000007,51,10845.539999999999,1
93,654.0200000000001,38,14732.960000000005,0
30,204.32999999999998,10,30084.729999999985,0
47,250.3,57,12451.740000000003,0
70,443.90999999999997,42,17283.550000000007,0
36,301.49000000000007,114,4136.870000000001,0
13,96.3,33,6750.08,1
47,270.06000000000006,22,19584.72,0
107,740.5500000000002,94,38888.27999999998,1
136,860.3,0,24299.120000000003,0
32,242.62000000000003,26,15193.890000000007,0
75,533.3500000000001,74,7289.9400000000005,1
41,215.34,7,10842.359999999999,0
58,403.8400000000001,2,13700.199999999999,1
81,462.68000000000006,73,15293.930000000004,0
47,263.42,36,19898.12999999999,0
54,390.17999999999995,5,29460.559999999998,0
69,453.26,18,14427.400000000001,0
10,94.05999999999999,8,621.63,1
100,730.05,20,26582.03000000001,1
26,209.75000000000003,11,17580.240000000005,0
0,0,188,33189.499999999985,1
43,352.46000000000004,31,20837.299999999996,0
74,456.4699999999999,157,10418.990000000002,1
53,307.9200000000001,13,18666.460000000006,0
64,445.52000000000004,17,13740.130000000005,0
49,323.04,0,21078.01999999999,0
89,654.9599999999998,0,26837.72,1
27,154.71,22,14762.919999999998,0
84,587.3700000000001,0,21818.290000000005,0
66,430.0199999999999,20,12049.529999999999,0
83,572.0299999999999,148,19930.29,1
89,637.5200000000003,104,11595.910000000002,0
30,166.51000000000002,77,12199.430000000002,0
37,266.45000000000005,224,31942.399999999998,1
61,389.22999999999985,62,14661.640000000003,0
112,783.6199999999997,82,33067.63999999999,1
52,382.7700000000001,56,22361.109999999993,1
92,696.1699999999998,21,19068.229999999996,0
74,555.2500000000001,27,25718.19,1
105,724.57,158,39930.070000000014,1
37,296.79,17,9979.440000000002,0
82,618.3500000000001,56,19343.019999999993,0
20,170,94,9507.710000000001,1
26,159.72999999999996,49,16810.98,0
40,287.69,39,27823.719999999998,0
51,402.7399999999999,14,20391.139999999992,0
106,781.3699999999999,26,37962.30999999999,1
91,525.67,0,18857.58,0
59,486.67000000000013,0,13432.299999999997,1
14,95.94000000000001,0,2920.15,0
16,102.89000000000001,50,6618.91,1
42,280.21000000000004,0,19316.23,0
39,264.7600000000001,51,16462.110000000004,0
53,403.89000000000004,39,15278.139999999998,0
62,431.00000000000006,93,20369.38,0
40,261.03000000000003,72,14587.090000000006,0
68,516.5600000000001,57,16535.75,0
72,442.2199999999999,10,16983.660000000003,0
81,570.2499999999999,106,20895.149999999987,0
13,81.38,10,5024.19,1
41,231.49,87,21786.969999999987,1
83,561.0499999999998,0,16539.030000000002,0
37,257.56,1,15763.7,0
60,488.33000000000004,3,14134.369999999999,0
74,524.8900000000001,74,12199.749999999996,0
79,647.6900000000004,1,11067.87,0
24,163.74999999999997,0,14226.810000000001,1
63,470.9100000000001,0,13074.49,1
19,107.51,0,38999.590000000004,1
32,187.89999999999995,0,37601.42999999999,1
70,561.8500000000001,28,23850.759999999984,0
27,192.57,105,23746.700000000004,1
59,347.47999999999996,43,19856.239999999994,0
50,357.58000000000004,0,13497.970000000003,0
53,376.7800000000001,44,17334.120000000003,0
42,288.54999999999995,76,15577.750000000002,0
72,502.7399999999999,48,19178.13000000001,0
86,605.8900000000003,25,16286.270000000006,0
60,399.41,42,19499.62,0
50,290.87,14,18472.84,0
23,128.42,27,16320.86,0
27,142.23000000000002,48,19480.660000000007,0
58,397.4800000000001,62,15700.359999999997,0
41,315.98,0,22927.95,0
92,719.7100000000002,66,23827.529999999995,0
0,0,28,16573.03,1
19,135.51999999999998,48,13152.5,0
85,601.1800000000004,55,16089.050000000003,1
58,372.6,41,13658.110000000002,0
21,182.85,0,22339.760000000002,0
37,266.33000000000004,62,22924.339999999997,0
95,614.9099999999999,0,13616.610000000002,0
84,526.23,13,27464.550000000003,1
102,752.6999999999998,19,24877.84,0
44,280.42,19,19925.160000000007,0
101,708.2699999999999,0,16216.94,1
89,673.5200000000001,30,24001.47999999999,0
78,566.4499999999999,38,17971,1
79,526.9000000000001,39,9460.28,0
42,298.90000000000003,45,20665.09,0
41,248.85999999999999,47,21816.350000000002,0
47,335.13,50,16867.93,0
91,643.8999999999999,103,22197.840000000004,0
29,189.8,57,16472.83,0
10,64.66,34,10590.070000000003,0
48,322.60999999999984,73,18642.34,1
96,620.43,37,12569.400000000003,0
47,351.45,0,23721.149999999998,0
33,268.09999999999997,14,16784.340000000004,0
74,545.52,47,13534.15,0
23,169.25,20,7476.260000000001,0
61,490.78,36,20422.52999999999,0
38,271.40999999999997,14,8152.11,1
21,148.63,62,6348.469999999999,1
42,289.91,57,26951.220000000005,1
85,509.61,4,26802.839999999986,0
23,177.59,38,26186.600000000002,0
80,543.4999999999999,3,16831.9,0
55,385.09000000000003,38,14962.130000000001,0
4,19.85,28,13107.42,0
87,638.3100000000003,76,28239.489999999994,1
51,411.99999999999994,137,12155.460000000001,1
68,464.62000000000006,6,5810.800000000001,0
82,535.9599999999999,52,14259.080000000004,0
50,282.86999999999995,53,13260.029999999999,0
63,468.65999999999985,0,11794.340000000002,0
89,613.6400000000001,12,15973.02,0
63,490.5200000000001,38,17260.020000000004,0
130,936.6699999999997,129,25739.00000000001,1
87,583.0200000000002,1,11213.97,0
22,171.9,126,23256.079999999994,1
61,374.87999999999994,10,18984.089999999997,0
97,664.39,36,18982.029999999995,0
171,1146.59,99,16327.570000000002,1
41,243.63000000000002,42,20579.460000000003,0
153,1071.0800000000002,0,22770.070000000003,1
0,0,211,27695.85999999999,1
77,481.42999999999995,85,9765,1
58,408.53000000000003,2,15346.040000000003,0
112,717.8499999999999,128,27194.859999999993,1
80,538.3899999999999,51,21691.459999999995,0
45,317.55999999999995,10,16900.680000000004,0
48,313.96,37,17915.920000000002,0
66,470.97,31,22773.519999999997,0
104,684.88,0,24447.199999999997,0
111,899.74,0,26866.61,0
27,170.58,23,21798.61,0
61,420.18000000000006,40,17969.47000000001,0
140,977.3200000000004,41,2263.44,1
51,390.88999999999993,0,27233.52999999999,0
42,275.74999999999994,46,11000.609999999999,1
84,666.2400000000001,64,14775.410000000002,0
87,633.4399999999999,31,8237.769999999999,1
81,435.42,7,18305.769999999997,0
10,63.03000000000001,0,2568,1
10,61.849999999999994,3,8761.02,0
0,0,19,17289.88,1
83,540.49,41,9127.74,0
115,758.9799999999999,49,14474.710000000005,1
35,265.44,4,16363.040000000003,1
100,769.4499999999998,0,7718.19,1
12,60.459999999999994,18,10928.01,1
65,426.3500000000001,75,12099.84,1
146,1074.6699999999996,120,39893.03,1
101,670.0799999999998,5,12880.08,1
32,169.94999999999996,53,25420.849999999988,0
54,395.22999999999996,26,12160.800000000001,0
12,72.28,28,4941.8200000000015,0
12,76.97,0,1893.18,0
89,595.4199999999997,47,17013.7,0
11,81.29,1,4000.01,0
41,330.7500000000001,0,27573.829999999998,1
91,610.2099999999998,20,16218.510000000004,0
102,714.8199999999999,34,18341.56,0
106,713.4399999999999,46,7093.610000000001,1
44,324.5700000000001,68,17347.25,1
54,341.46999999999997,0,17280.860000000004,0
115,860.75,7,18766.259999999995,1
64,496.59000000000003,21,11136.1,0
88,527.4,0,14467.95,0
101,699.7199999999998,27,19694.560000000005,0
70,450.9600000000001,34,16848.98,0
62,473.13999999999993,4,14623.290000000003,1
159,1173.9999999999993,149,33258.600000000006,1
33,214.38,14,11608.63,0
26,149.12999999999997,23,17022.640000000003,0
76,544.6300000000003,77,15785.420000000002,0
34,264.3,38,8907.850000000002,0
45,368.24999999999994,44,15247.759999999998,0
106,823.1399999999999,0,9248.09,1
78,483.81000000000006,21,23076.649999999994,0
99,709.3899999999998,4,23380.4,0
10,62.81,0,6283.900000000001,0
25,207.04999999999998,37,17330.130000000005,0
87,522.4700000000001,99,16161.100000000004,0
19,149.92,73,23988.55,0
41,233.75,24,15252.740000000005,0
111,768.7799999999997,0,35501.99,1
52,377.56,78,13145.590000000004,0
84,513.1,21,16080.389999999998,1
35,245.54999999999995,55,28224.160000000003,1
56,324.99,78,10977.570000000002,0
36,278.27000000000004,0,22016.120000000003,0
57,417.39000000000004,39,10604.939999999999,0
77,576.7800000000002,64,13598.819999999996,0
107,703.3099999999998,34,13291.980000000003,0
62,545.53,3,4942.500000000002,0
42,243.48999999999995,79,19513.6,1
74,525.5099999999999,30,11337.849999999999,0
3,32.92,5,8922.770000000002,0
63,377.43,0,16663.48,0
71,502.74000000000007,57,15986.590000000006,0
85,645.72,0,14586.92,0
50,356.82000000000005,0,28477.99,1
104,739.2800000000002,55,21940.109999999997,1
43,266.1,22,6676.009999999999,1
33,250.64000000000001,28,8739.550000000001,0
57,334.23999999999995,94,19656.300000000003,1
116,760.0399999999997,10,17720.899999999994,1
34,217.52,23,14040.660000000003,0
71,473.1700000000001,17,13536.44,0
73,545.9600000000002,0,12799.600000000002,1
39,274.85,72,18436.719999999998,0
42,281.39000000000004,0,21421.28,1
35,222.43999999999997,6,4659.43,0
87,550.4800000000001,70,13843.33,0
40,307.83,0,17130.739999999998,1
78,511.9399999999999,0,9117.020000000002,0
101,741.3499999999999,21,17014.08,0
62,410.2700000000001,19,14325.370000000003,0
0,0,20,13688.679999999998,1
85,536.08,33,19974.04,0
64,421.1599999999999,5,15757.010000000006,0
43,348.33,61,15989.680000000004,0
37,223.97,20,9376.420000000002,0
87,697.2299999999999,0,8335.7,0
34,248.64999999999998,18,12741.28,0
28,169.92999999999998,49,21232.139999999985,0
20,111.35,32,8968.570000000002,0
79,594.8899999999999,21,22293.28,0
40,277.55000000000007,0,32472.129999999997,1
75,547.3099999999998,58,13829.37,0
0,0,48,12442.93,0
63,292.12,31,14123.980000000003,0
63,394.1500000000001,8,27198.90999999999,0
77,496.76,0,17765.34,0
51,328.87999999999994,24,20511.93,0
62,442.6699999999999,27,11355.400000000001,0
65,368.3300000000001,13,22293.84,0
87,638.9200000000001,31,12613.15,0
51,356.78999999999996,67,11568.160000000002,1
6,29.770000000000003,0,365.09,1
42,268.55999999999995,0,19303.789999999994,0
10,68.41,0,2147.25,0
50,375.7600000000001,78,12666.67,1
70,497.54999999999995,66,24918.489999999994,0
50,320.62999999999994,60,19331.57,0
122,818.1300000000001,67,19921.109999999993,0
53,351.50000000000006,31,9766.09,0
65,470.8299999999999,48,8336.270000000002,0
69,612.9600000000002,59,12284.95,0
35,232.85999999999996,80,19193.080000000005,0
115,890.4999999999999,20,8643.85,1
52,388.37000000000006,46,20741.65999999999,0
58,325.83000000000004,48,15144.7,0
70,430.40000000000003,81,15071.459999999997,0
56,415.72,7,16819.709999999995,0
73,419.90000000000003,0,18521.670000000006,0
36,285.9199999999999,109,19103.310000000005,0
106,690.1,10,38177.32000000001,1
32,269.32,14,15471.54,0
67,356.0500000000001,48,19909.97000000001,0
68,509.2599999999999,9,22013.430000000004,0
89,594.8099999999998,58,25825.08000000001,0
109,788.7300000000001,0,17917.600000000006,0
69,470.12,6,11919.349999999999,1
17,136.21,48,24729.329999999994,1
32,220.55,140,10349.31,1
21,112.98000000000002,115,24994.410000000003,1
59,452.67999999999995,44,22134.60999999999,0
49,379.7300000000001,24,17168.5,0
112,659.72,5,26061.779999999988,0
93,580.1500000000002,18,21834.90999999999,0
89,615.6400000000004,12,21952.009999999995,0
64,339.2899999999999,25,12474.760000000002,0
51,376.6699999999999,41,21993.500000000007,0
110,734.4999999999999,12,16779.36,0
109,732.8100000000001,81,9209.17,1
39,297.83000000000004,41,19134.12,0
115,826.1300000000001,43,37075.17999999999,1
54,386.4699999999999,68,27401.559999999994,0
69,449.53,41,11087.66,0
42,295.86,33,10936.109999999999,0
62,364.31,0,13259.5,0
58,398.34999999999985,65,12097.960000000001,0
53,370.03000000000014,0,32581.16000000001,1
120,858.02,66,10574.2,0
36,206.85000000000002,4,16691.200000000004,0
45,304.3900000000001,43,16034.409999999996,0
54,395.20000000000005,73,18425.769999999997,0
25,180.63000000000002,20,6854.94,0
41,273.09000000000003,8,25761.379999999983,0
39,261.67999999999995,50,14659.47,0
41,275.8,9,10032.39,0
36,297.34999999999997,20,24526.88000000001,1
26,201.35,32,9027.27,1
125,897.3499999999998,0,38910.009999999995,1
98,703.7600000000002,0,20372.37,1
16,101.63000000000001,0,2451.9,0
115,679.2700000000001,1,28668.4,1
28,187.37,0,4926.14,0
71,537.6,6,14410.810000000001,1
75,532.57,21,22951.190000000002,0
93,534.6000000000001,124,21252.18999999999,0
78,569.16,19,16795.579999999998,0
77,503.28999999999996,28,15346.170000000004,0
84,580.4300000000001,54,8668.240000000002,0
107,836.6300000000002,41,25040.17,1
153,1154.5300000000002,45,29316.539999999997,1
59,386.74,11,15666.880000000003,0
31,197.82,13,2237.3,0
62,448.75999999999993,62,15522.009999999997,0
62,495.8899999999999,55,19294.92,0
47,369.40000000000015,11,10523.880000000003,0
7,41.269999999999996,89,27950.85000000001,1
76,540.84,24,24711.64,0
70,524.67,23,21220.970000000005,0
37,272.38,74,25087.62,0
0,0,30,10703.390000000001,1
30,198.42000000000002,0,8189.53,0
25,172.07999999999998,30,7023.2,0
86,630.5100000000001,54,14496.740000000002,0
18,131.10000000000002,9,3198.96,1
25,141.99,84,16150.120000000003,1
82,492,30,22325.629999999994,0
32,241.45999999999992,32,10525.110000000002,0
133,820.9700000000003,74,21341.489999999994,1
144,931.2900000000001,42,30250.660000000007,1
188,1290.2199999999998,74,28289.59999999999,1
74,563.5899999999999,30,10781.760000000002,0
85,585.62,92,9115.369999999999,1
72,515.6600000000001,55,8890.560000000001,0
41,287.26,90,26678.910000000003,0
92,699.7400000000001,4,14712.150000000001,0
62,352.66000000000014,82,28205.369999999984,0
185,1217.83,17,1444.8100000000004,1
184,1203.1099999999997,52,43931.39,1
83,564.7899999999998,0,11379.319999999996,0
2,11.959999999999999,4,1740.1,0
55,429.8900000000001,0,12327.989999999998,1
37,290.20000000000005,21,10272.329999999998,1
17,121.60999999999997,48,28895.090000000004,1
77,547.5300000000001,34,21324.159999999996,0
83,608.2299999999999,31,24868.23,0
114,758.1899999999999,0,33038.2,1
28,159.55000000000004,0,14780.000000000002,0
36,268.6600000000001,13,8209.15,0
87,593.2699999999998,60,11420.15,0
18,89.55999999999999,0,6266.27,0
84,608.53,70,9952.529999999999,0
97,710.2599999999999,190,15778.640000000007,1
38,265.03999999999996,108,6033.38,0
64,418.58000000000004,43,24877.83,0
0,0,173,27431.66,1
30,146.74,20,12045.840000000004,0
156,1044.13,149,26649.179999999993,1
127,862.8799999999998,0,22264.420000000002,0
0,0,44,15644.73,1
62,429.2300000000002,30,19204.57,0
73,527.27,72,32954.71999999999,1
55,388.18,40,12398.260000000004,0
60,407.95000000000005,0,26965.369999999988,0
118,866.8700000000005,129,27549.179999999997,1
51,324.88000000000005,48,21606.619999999995,0
48,316.54999999999984,50,19504.309999999994,0
48,328.14,127,29585.50999999999,1
84,574.0300000000001,0,16028.420000000002,0
91,599.3,44,20183.720000000005,0
11,68.95,30,16722.32,0
102,740.2800000000002,19,17864.12,0
54,281.79,33,12084.820000000003,0
67,418.24999999999994,4,5134.01,0
93,630.7400000000001,54,13246.51,0
111,779.8199999999998,81,37285.909999999996,1
96,687.6699999999997,111,17419.050000000003,0
81,574.8000000000003,97,21778.08999999999,0
27,164.14000000000001,97,17718.93,1
75,445.6700000000001,22,23249.100000000002,0
45,280.7,45,20153,0
33,227.67000000000004,0,23528.08,1
134,940.7700000000002,56,2921.57,1
25,186.89000000000001,4,26911.199999999993,0
50,386.2000000000001,20,17963.49,0
66,481.38000000000005,58,13059.519999999997,0
53,406.0700000000001,50,22709.989999999998,0
98,745.0000000000001,44,27738.279999999995,1
69,511.2799999999999,17,11890.72,0
111,728.2,37,14135.230000000003,0
62,423.82,16,8378.35,0
36,282.90999999999997,55,22405.019999999997,0
48,301.5799999999999,0,5200.129999999999,1
60,444.4899999999999,74,9450.19,0
69,429.67999999999995,28,17314.660000000003,0
51,427.07000000000005,63,13108.170000000002,0
41,301.53000000000003,98,13979.529999999999,1
31,232.93999999999994,54,20936.260000000002,1
49,294.37,39,19406.6,0
118,797.8299999999998,101,12439.349999999999,1
0,0,14,21673.829999999998,1
49,341.4200000000001,54,9427.250000000002,0
65,537.5300000000001,29,16125.260000000002,0
55,355.09,46,8789.54,0
67,429.33000000000004,45,13982.960000000005,0
50,454.46,40,19645.779999999995,0
82,643.8199999999997,28,26403.93,1
64,520.3100000000002,0,18407.05,0
34,239.76000000000002,62,10793.220000000003,0
12,89.21000000000001,25,9782.42,1
131,976.3499999999998,104,27163.130000000005,1
121,707.9200000000001,60,20900.540000000005,0
43,347.42,107,7591.710000000002,1
78,547.94,94,15144.990000000002,1
68,556.8799999999999,63,11114.100000000004,0
124,806.9300000000001,28,21972.659999999993,1
23,171.54999999999998,2,0,1
39,228.77999999999997,0,37111.19000000001,1
41,314.89,5,14260.759999999997,0
61,391.03999999999996,21,20625.04,0
189,1188.1800000000005,172,25142.92999999999,1
25,217.81999999999996,13,7637.01,0
85,570.6800000000001,85,13052.669999999996,0
28,216.05000000000004,41,11946.549999999997,0
88,595.3699999999999,21,25291.71000000001,0
27,177.40999999999997,16,18660.34,0
77,477.9800000000001,0,12517.730000000003,0
99,742.1900000000002,35,17626.730000000003,1
86,571.3800000000001,86,16127.040000000003,0
27,178.82000000000005,86,15802.249999999998,0
1,1,146,20014.23,1
100,662.0900000000003,31,17726.010000000002,1
66,373.88999999999993,68,14103.140000000003,0
4,46.980000000000004,1,0,0
27,171.60000000000002,8,6974.140000000002,0
81,531.2199999999998,56,17755.06,0
43,303.1099999999999,22,17254.17,0
35,224.79000000000002,1,8017.2300000000005,0
71,479.4200000000001,24,19288.429999999997,0
123,854.2399999999998,47,19055.860000000008,1
57,372.11,12,18254.090000000004,0
54,419.13,38,26240.859999999993,0
33,215.67000000000002,32,0,1
105,737.8300000000002,25,6334.279999999999,1
18,143.77,3,7056.090000000001,0
58,428.86,47,24814.999999999985,0
102,654.9200000000001,40,18362.08,0
98,738.6200000000001,79,21298.679999999993,0
51,419.89,93,11355.36,0
55,356.03000000000003,80,19891.379999999994,0
71,500.65000000000003,44,13803.46,0
5,13.39,0,2292.0700000000006,0
37,198.12,10,21019.139999999996,0
102,747.0199999999998,0,20964.209999999995,0
68,465.63000000000005,51,24279.679999999993,0
54,362.64000000000004,74,3864.96,1
76,500.53,0,14620.280000000002,0
58,350.28999999999996,6,22870.780000000002,0
99,720.6,54,14525.920000000004,0
47,367.0899999999999,42,22329.279999999988,0
15,152,14,5144.73,0
45,368.60999999999996,0,27530.559999999994,0
44,293.54,51,11816.920000000002,0
43,311.88,65,13085.460000000001,0
52,349.94000000000005,42,12150.72,0
60,477.32,0,21214.709999999995,0
26,177.31,57,17222.790000000005,0
69,522.1600000000001,9,15834.770000000004,0
76,650.2,20,24430.379999999986,0
94,748.2499999999998,8,18241.1,0
77,573.4099999999999,45,28489.809999999998,0
21,129.45,162,18021.069999999996,1
33,244.64,0,41587.07,1
76,552.5200000000001,27,9793.43,0
55,304.28000000000003,40,17395.15,0
88,697.53,48,21408.38,0
109,845.7200000000001,0,13893.979999999998,0
53,388.54999999999995,40,12804.13,0
56,398.45,4,23682.939999999995,0
69,479.88000000000005,27,20346.98,0
46,335.66999999999996,26,8376.750000000002,0
34,274.53000000000003,13,5762.76,0
82,582.7700000000001,65,19612.139999999996,0
59,452.14999999999986,47,13053.02,0
10,52.73,56,30974.329999999994,1
7,46.75999999999999,9,3762.75,0
25,127.62,12,21932.650000000005,0
64,434.6999999999999,47,17700.290000000005,0
32,219.47999999999996,25,25587.58999999999,0
110,796.3200000000003,119,22339.22,1
83,670.6799999999997,54,19679.779999999995,0
84,535.8399999999997,38,17595.37,0
114,815.0199999999999,178,25104.76,1
74,456.81000000000006,27,20700.46,0
29,225.99999999999994,9,11204.59,0
52,337.6600000000001,0,17767.290000000005,0
84,616.0799999999998,0,19332.609999999993,0
62,468.96,10,28630.319999999996,0
84,550.7500000000001,9,26712.889999999992,0
81,506.4599999999999,21,7510.089999999999,1
31,264.91999999999996,3,23642.249999999996,0
56,354.15,98,8278.77,0
76,549.7999999999997,60,9871.13,0
27,147.66000000000003,39,7545.040000000001,0
8,45.38,9,10375.990000000002,0
110,719.5100000000003,82,13895.909999999998,0
61,395.60000000000014,51,16001.359999999997,0
80,489.48,0,9126.45,1
74,523.1899999999998,21,16804.320000000007,0
52,396.6299999999998,4,7166.280000000001,1
52,385.1099999999999,0,17617.43,0
42,282.01,15,15783.070000000002,0
78,398.2500000000001,82,17359.52,0
108,812.0400000000002,4,24490.279999999995,1
59,420.57000000000005,70,25990.329999999987,0
55,446.6699999999999,18,18051.48,0
89,511.59999999999985,71,27944.090000000004,0
10,83.88000000000001,0,2839.6900000000005,0
58,443.2099999999999,73,17456.67999999999,0
61,351.1599999999999,34,19438.920000000002,0
73,442.4,0,21436.389999999996,1
29,210.78,10,7538.759999999999,0
105,876.9699999999998,104,15935.21,0
83,529.5299999999999,93,13796.440000000006,0
92,596.7199999999998,62,21558.019999999997,0
80,530.12,69,16953.510000000006,1
136,990.1599999999995,76,21793.840000000004,1
53,243.98000000000002,41,0,1
80,606.3199999999998,53,14769.88,0
98,749.5400000000001,0,8633.32,1
14,91.80999999999999,0,23242.01,0
53,400.47,25,18307.709999999995,0
72,490.54,64,12550.980000000001,0
76,598.44,5,14806.270000000002,1
42,319.84000000000003,0,15179.600000000006,0
29,211.45,15,24741.25,0
37,291.4200000000001,0,16362.240000000002,0
5,44.93,8,6750.870000000002,0
40,252.05,94,20456.389999999996,0
94,644.0499999999997,66,23519.170000000002,0
66,478.4800000000002,0,16962.58,0
52,412.47999999999985,0,15100.16,0
37,320.9099999999999,45,16681.429999999997,1
61,503.5699999999999,40,15516.590000000002,0
25,171.55,22,11191.220000000003,0
24,163.09,33,22268.509999999995,1
48,344.00000000000006,29,5575.64,0
45,312.79999999999995,0,42986.7,1
57,347.29000000000013,4,32740.499999999996,0
49,319.23999999999995,51,22539.429999999997,0
58,297.71,19,13639.61,0
24,114.00999999999999,0,10599.48,0
44,394.88000000000005,10,3513.2900000000004,0
68,501.0999999999999,87,10983.84,1
87,578.57,22,26271.47,1
29,274.40999999999997,24,14142.970000000003,0
72,488.61,88,14101.690000000002,0
99,654.2400000000001,45,14256.680000000002,0
46,334.2900000000001,4,15691.640000000003,0
83,634.3099999999998,27,12765.7,0
76,535.0100000000001,20,12272.830000000002,0
56,368.10999999999996,36,16003.150000000005,0
67,383.96999999999997,80,12454.620000000006,0
41,296.79999999999995,70,17280.85,0
74,468.2600000000002,49,19013.03,1
88,628.3099999999998,62,15611.899999999998,0
84,537.57,49,28381.189999999988,0
138,933.8599999999998,223,22499.79,1
86,649.8499999999999,61,29374.159999999996,1
99,821.9100000000002,0,14379.160000000003,0
65,456.4199999999999,24,13872.159999999998,0
45,234.97999999999993,16,17969.15,0
56,445.60999999999996,80,19151.879999999997,0
126,838.3300000000002,33,23846.999999999993,0
43,284.0199999999999,38,18407.670000000002,0
81,567.34,11,14121.36,1
98,554.9400000000002,54,29488.01,1
88,629.1299999999999,38,21326.580000000005,0
5,53.72,0,656.75,1
22,173.95999999999998,14,24725.929999999997,0
73,478.97000000000014,0,14927.910000000003,1
31,273.10999999999996,14,16067.590000000002,0
21,150.41000000000003,16,16187.560000000005,0
118,844.5200000000002,64,19459.079999999994,1
102,760.6400000000003,0,23165.999999999996,1
70,453.96000000000004,52,17087.020000000004,0
104,754.05,134,23558.339999999993,0
70,525.7599999999999,52,16133.37,0
67,431.79,5,6287.89,1
44,355.66,33,17906.060000000005,0
75,550.72,55,11258.72,0
19,119.23,4,3870.85,0
60,455.02000000000004,25,19608.21,0
32,255.29999999999998,0,6590.81,0
85,514.9,0,9296.37,1
50,305.03000000000003,0,21391.630000000005,0
69,532.93,21,25615.429999999997,0
76,430.69999999999993,34,25138.489999999987,0
26,172.86999999999998,16,6431.259999999999,0
84,611.2499999999999,10,21493.419999999987,0
115,813.6600000000002,81,7957.080000000001,1
39,265.64000000000004,34,28899.669999999995,1
34,252.87,26,24550.059999999998,1
90,565.9300000000001,99,12935.770000000004,0
60,396.91999999999985,20,9262.500000000002,0
88,565.89,43,16868.62,1
115,845.58,130,29289.049999999996,1
50,291.5200000000001,68,12643.049999999997,0
59,398.07000000000005,24,22574.389999999992,1
59,385.5799999999999,40,25013.58,0
35,250.88000000000002,23,27306.399999999994,1
18,117.8,0,10006.79,1
66,516.52,0,12404.020000000004,0
48,289.40000000000003,84,15696.859999999999,1
35,226.82000000000005,36,25107.160000000003,0
